有信堂高文社,ゆうしんどうこうぶんしゃ,http://www.yushindo.co.jp/,113-0033,東京都文京区本郷1‐8‐1,03-3813-4511,03-3813-4514
有斐閣,ゆうひかく,http://www.yuhikaku.co.jp,101-0051,東京都千代田区神田神保町2‐17,03-3264-1312,03-3264-5030
ユーキャン　学び出版事業所,ユーキャン,http://www.u-can.co.jp/book/,151-0053,東京都渋谷区代々木1-11-1,03-3378-2171,03-3378-2232
ユニ・プラン,ユニ・プラン,http://www.uni-plan.co.jp/,601-8213,京都市南区久世中久世町1-76,075-934-0003,075-934-9990
養賢堂,ようけんどう,http://www.yokendo.com,113-0033,東京都文京区本郷5‐30‐15,03-3814-0911,03-3812-2615
養徳社,ようとくしゃ,http://www12.ocn.ne.jp/~youtoku/,632-0016,奈良県天理市川原城町388,0743-62-4503,0743-63-8077
吉岡書店,よしおかしょてん,http://www3.ocn.ne.jp/~yoshioka/,606-8225,京都市左京区田中門前町87,075-781-4747,075-701-9075
吉川弘文館,よしかわこうぶんかん,http://www.yoshikawa-k.co.jp/,113-0033,東京都文京区本郷7‐2‐8,03-3813-9151,03-3812-3544
ライフサイエンス出版,らいふさいえんすしゅっぱん,www.lifescience.co.jp/,105-0014,東京都港区芝3-5-2,03-6275-1522,03-6275-1527
理工図書,りこうとしょ,http://www.rikohtosho.co.jp,102-0082,東京都千代田区一番町27-2 理工図書ビル4階,03-3230-0221,03-3262-8247
理論社,りろんしゃ,http://www.rironsha.co.jp/,101-0062,東京都千代田区神田駿河台2-5,03-6264-8890,03-6264-8892
臨川書店,りんせんしょてん,http://www.rinsen.com/,606-8204,京都市左京区田中下柳町8,075-721-7111,075-781-6168
早稲田教育出版,わせだきょういくしゅっぱん,http://www.waseda.gr.jp,169-0075,東京都新宿区高田馬場1-4-15,03-3209-6201,03-3209-6248
早稲田大学出版部,わせだだいがくしゅっぱんぶ,http://www.waseda-up.co.jp,169-0051,東京都新宿区西早稲田1-9-12,03-3203-1551,03-3207-0406
